Occupancy status,Housing type,Income class,Heating energy,Energy performance,Income class owner,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Landlords,Single-family,C1,Power,G,C1,3786.5254301195205,3640.9854978728276,3500.4871397514376,3365.1572918321176,3235.2447711115947,3110.533934707835,2990.817439489271,2875.8957036150377,2765.576421729239,2659.6740126735963,2558.012611411673,2460.423486924742,2366.744704556654,2276.8207906359094,2190.502416658318,2107.646374915059,2028.1151532447159,1951.7768038361248,1878.5048041712007,1808.1779028430078,1740.6805699768718,1675.9016995294055,1613.7344461721195,1554.0760681970876,1496.8277759334214,1441.8945336913957,1389.1849833171186,1338.6113034931723,1290.0890780087086,1243.5371661491033,1198.8776975659816,1156.0358017051917,1114.9394977340878,1075.5195882274618,1037.7095546488297,1001.4454600405942,966.6658508720923,933.3116639197499,901.3261364047183
Landlords,Single-family,C2,Power,G,C1,2404.513346976627,2297.303166724302,2194.642792545617,2096.527607203163,2003.0274575016954,1913.924100304641,1829.0095053770474,1748.0852155342898,1670.961756971958,1597.4580082380196,1527.4031935534495,1460.6347607712823,1396.997945007316,1336.3453443064868,1278.5365227597854,1223.4378421759552,1170.9219967964507,1120.8677799862144,1073.1598539227439,1027.6885168318456,984.349937605245,943.0450617996556,903.6793951724817,866.1627972874649,830.409284198191,796.3367963439765,763.8670735144536,732.9254783646423,703.4408318184092,675.3452532531426,648.5740949577344,623.0656858893213,598.7611977090532,575.6045168159379,553.5421201133664,532.522959243755,512.4983470753062,493.42185010182794,475.24918558482403
Landlords,Single-family,C3,Power,G,C1,4446.458955239427,4265.320375696107,4090.993648423135,3923.5747157888186,3763.30006849541,3609.8650228962665,3462.9775962667572,3322.3577050034996,3187.736432722018,3058.855217269806,2935.469466142073,2817.345214552494,2704.2586008191624,2595.9953498180876,2492.3502881477352,2393.1272328692025,2298.138372990927,2207.204028621518,2120.15240507948,2036.819332970031,1957.048777845312,1880.6911399260143,1807.6029958711902,1737.6468511001683,1670.6909016407533,1606.6087329340153,1545.2791902107967,1486.5861605391437,1430.41836919675,1376.6691802587932,1325.2365542333564,1276.0226762661832,1228.9337875325252,1183.880023138823,1140.7752534617775,1099.53693613384,1060.0859691241112,1022.3465509951385,986.2460465447994
Landlords,Single-family,C4,Power,G,C1,1264.294136888815,1199.2271788649534,1137.464871117363,1078.9359850792252,1023.608831088286,971.3062840197836,921.8610650275816,875.1151171305653,830.9190276371894,789.1314586045503,749.6197659195971,712.2587568855388,676.9302483448485,643.5226461484914,611.9305552444642,582.0544992337932,553.8005256980646,527.0799225747471,501.8089456680724,477.90855512637137,455.30434002946805,433.92593965841303,413.7068228106367,394.5840794958737,376.4982238891914,359.3929907292682,343.21518158555887,327.9144935531567,313.44336342972105,299.75681881615435,286.81236495478583,274.5698124693956,262.9911525831752,252.04043921839926,241.68367627516042,231.88871277086102,222.6251422593145,213.8642080481332,205.57871354137583
Landlords,Single-family,C5,Power,G,C1,521.7806407756099,494.6068898854355,468.832905506797,444.4264799557468,421.3717121618708,399.5928620297214,379.01845057937453,359.5809830319714,341.2166922214017,323.86528233766836,307.47025519179766,291.9783291620319,277.3392450655198,263.505581344977,250.4325825164419,238.07804244239048,226.40212776140072,215.36725687142123,204.93798387103934,195.08088622194273,185.76455258249783,176.95929883462287,168.63707316737435,160.77136651023645,153.3371278345464,146.31067449163118,139.66962894534322,133.39284607363876,127.46034557644971,121.85324737705803,116.55372701958535,111.54493674613683,106.81095120643432,102.33671831134376,98.10801130797911,94.11138398346844,90.33412773872858,86.76423113810388,83.3903416598708
Landlords,Single-family,C1,Power,F,C1,1058.7420916038577,1114.1773825385344,1161.546921856948,1201.9970963237354,1237.07828894553,1267.2324022379908,1292.9541762211193,1314.7862646144656,1333.3486029967748,1348.2352599719566,1359.6777457528954,1367.9065674316762,1373.1556740047479,1375.6647485844542,1375.5860168439863,1373.1159357899878,1368.4037635069205,1361.55577222582,1352.6426150679995,1341.4873657608669,1328.2699419514383,1313.1603508745613,1296.319156130148,1277.897925096678,1258.0563866982513,1236.9265896358722,1214.6330733862033,1191.2932237042771,1167.0176202657142,1141.8546188158396,1115.9108855667464,1089.2863962963015,1062.0747834144213,1034.3636670885978,1006.2340378381618,977.7625652551149,949.0207903974016,920.0753995004261,890.9884848147045
Landlords,Single-family,C2,Power,F,C1,3061.007870152493,3025.2361617234187,2985.1454362080367,2941.620271620893,2895.8135800695372,2848.039788895674,2798.6375392568816,2747.965935702663,2696.421071539615,2643.785408026669,2590.2188258685865,2535.876629495156,2480.912161993634,2425.478079375058,2369.673378624488,2313.61953101668,2257.4087008894476,2201.107052253904,2144.7596733056657,2088.2765503704013,2031.7614320029102,1975.3101661006308,1919.0111582644888,1862.945807351403,1807.1983356032504,1751.8356593109343,1696.9190303891817,1642.5043718899387,1588.6426050172115,1535.3519399794893,1482.6790969901442,1430.666143994185,1379.35079729546,1328.7667065012893,1278.9433223869246,1229.9070137232768,1181.6808308335837,1134.2847311491805,1087.7357919517292
Landlords,Single-family,C3,Power,F,C1,2948.7772796828963,2963.205995092373,2968.80108966253,2967.0114501950034,2959.76910914357,2947.609384177297,2931.1235302590603,2910.9528368362458,2887.821476641478,2861.277276865573,2831.5970983518255,2799.0542330324834,2763.923377822177,2726.483098538508,2686.9102724182067,2645.4305802927875,2602.215320566742,2557.3869141121936,2511.027818089401,2462.9473450032415,2413.348346314513,2362.4210609978923,2310.343761329365,2257.2833699229454,2203.4163599702715,2148.8853615764256,2093.8236413720283,2038.355588324634,1982.5971884073927,1926.596475472386,1870.4637285381798,1814.301132277433,1758.2032354120588,1702.2573869611558,1646.5433280011707,1591.1353561729707,1536.101727472084,1481.505010598894,1427.4024232456677
Landlords,Single-family,C4,Power,F,C1,1321.661898442881,1311.1406457950245,1297.347140511117,1280.8301423004737,1262.2593030402365,1241.8792276193708,1219.9392130382678,1196.691621836966,1172.4000109881326,1147.0182337397716,1120.683725144352,1093.527004687138,1065.6731540649964,1037.2426006880344,1008.3256488424453,979.0202935950792,949.4074474606645,919.5530445574312,889.5108137875096,859.2703551264605,828.9080962353893,798.4942073886274,768.0930084577857,737.7633524469429,707.5640182071369,677.5430826815956,647.7442659023226,618.2072128386,588.9677752452397,560.0460885794932,531.4734503932831,503.27783668446654,475.4841389130574,448.11438719610004,421.18784136933317,394.72143571247705,368.7298231332014,343.22554588810476,318.21919531765167
Landlords,Single-family,C5,Power,F,C1,967.6098004756702,950.7816885453217,932.9108494902237,914.2347251619778,895.0457518145885,875.4369391477009,855.5030012055461,835.3396342474852,815.046710796595,794.5994509000723,774.0471976748499,753.4365125411738,732.8117577752387,712.2153969875108,691.6779006208471,671.2328148944591,650.9069473184935,630.721253732548,610.6919772967781,590.8104893284282,571.1021655598356,551.5899172983944,532.2943609663146,513.2339775542424,494.42723070227913,475.8883992521803,457.6300865826065,439.6633396457799,421.9977637738324,404.63701125251384,387.58901907147026,370.8604738266057,354.4569033295408,338.3827718368559,322.64152330070704,307.2357497469302,292.16721530455544,277.43692488129295,263.04518823084453
