Occupancy status,Housing type,Income class,Heating energy,Energy performance,Income class owner,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Landlords,Single-family,C1,Power,G,C1,3786.5254301195205,3624.3274186045815,3466.1107741455044,3312.6751346824462,3165.1241326948316,3023.3400835306356,2887.193507614604,2756.5448179336368,2631.2468281978317,2511.1467030294316,2396.0983795713196,2285.9531388984,2180.5603438697094,2079.768130049525,1983.4240572816989,1891.37627991948,1803.4737917542325,1719.5671828289794,1639.509227692745,1563.1552680725088,1490.3643713662043,1420.9979890727325,1354.9202200370216,1291.997923530057,1232.1012164450701,1175.1036209278654,1120.8824050618523,1069.3186472269617,1020.2972941319281,973.7070598584571,929.4407646855101,887.3951140396343,847.4708026088242,809.5724336934223,773.6084095151352,739.4908669585268,707.135556484714,676.4617225455405,647.391997598192
Landlords,Single-family,C2,Power,G,C1,2404.513346976627,2286.7963561791935,2173.0899552690316,2063.830880053836,1959.6257868138844,1860.3076872650524,1765.705755758151,1675.6462619173212,1589.954136697434,1508.454170237717,1430.983030596328,1357.3798067691855,1287.4862841136205,1221.1471948285514,1158.2104528101936,1098.5279598491798,1041.9554440539946,988.3528728253874,937.5847247167704,889.5201094284612,844.0337649805199,801.004295187504,760.3142547277948,721.8501460109962,685.5026182644935,651.1664333274274,618.7406077326157,588.1283543296429,559.2370192528108,531.9779347605644,506.2665749211196,482.0222480659395,459.1680626978462,437.63079726810486,417.340757205538,398.23165810368636,380.24048189747066,363.30733972763556,347.37533611318514
Landlords,Single-family,C3,Power,G,C1,4446.458955239427,4245.808434563166,4050.8179861850854,3862.3838751210164,3681.7428410603106,3508.698234520294,3343.0415427486328,3184.5543113903677,3033.0111006445554,2888.1817914559174,2749.8490218245493,2617.79478304944,2491.801184881104,2371.651168123851,2257.1291765689734,2148.02260012839,2044.1218625490299,1945.2212770272404,1851.1196783115888,1761.6207980202696,1676.5347749106047,1595.676049606372,1518.8636306537333,1445.9211887786075,1376.6775713366742,1310.9668901781934,1248.6288896421463,1189.508962479203,1133.4581570549472,1080.3330093344764,1029.9958956747505,982.3146762719755,937.1627523899067,894.4188941053304,853.9671014216665,815.6964774450684,779.5010433786867,745.2795612818339,712.9353573128407
Landlords,Single-family,C4,Power,G,C1,1264.294136888815,1193.744660294152,1126.305198789938,1062.135216942115,1001.4759392155701,944.1698791107084,890.0617496747423,838.9989289694986,790.8321784457881,745.4161365625877,702.6145000672208,662.2956136395458,624.3324888697813,588.6028072176973,554.9889095031687,523.3780260662556,493.662076218708,465.73771351175736,439.5063068889989,414.873855226844,391.7512556690615,370.05346190577205,349.69939742010104,330.61183288297394,312.71735322476343,295.9461995001025,280.23225738339653,265.51291827344056,251.72894332146092,238.82429649200537,226.7461060133339,215.44444567397048,204.87222986768,194.9850725105058,185.74114579421132,177.10105462837404,169.02770484609033,161.486178597256,154.44361519770004
Landlords,Single-family,C5,Power,G,C1,521.7806407756099,492.34577223077827,464.2306930474596,437.50040676378177,412.25231858886684,388.4183316272583,365.93138845263235,344.7256169522958,324.7366146365074,305.901645760753,288.1625526506118,271.4632883635676,255.74989455266606,240.9704765951823,227.07517786024786,214.01629986863102,201.748177658673,190.2272040228263,179.4118217887238,169.2624843219176,159.7418332598133,150.81420184287725,142.4455830123753,134.60358200312095,127.25740557509226,120.37780279073719,113.93705252473367,107.90890706309878,102.26853639087625,96.99245387859557,92.05851481878736,87.44581508431796,83.13464697794194,79.10644031582392,75.3437033406317,71.82996995710447,68.54974425256606,65.48844801814043,62.632370492046206
Landlords,Single-family,C1,Power,F,C1,1058.7420916038577,1114.0640469033003,1155.1131093444108,1184.460772545552,1209.1113389053728,1229.766080022231,1247.1356312805979,1261.5883026597053,1273.122393476785,1280.2651576157937,1283.1545569044579,1281.9840798918435,1276.984253738839,1268.4064912574026,1256.4885552808225,1241.475205748011,1223.5914423435179,1203.0534216967337,1180.0746609666116,1154.8267339620013,1127.5759007546446,1098.571486011224,1068.046691750668,1036.2194126271709,1003.2788469865899,969.4163749761467,934.8095032724957,899.6225260920589,864.007152076586,828.0990698896645,792.0288864513466,755.9159912445004,719.8690956750415,683.986886981449,648.3577712563394,613.0624600694252,578.173402246392,543.7553084855862,509.86574868111575
Landlords,Single-family,C2,Power,F,C1,3061.007870152493,3020.6464803621966,2971.563328633429,2915.7454736599857,2857.9403924237113,2798.6681142646066,2738.435852229123,2677.5285644467904,2615.999005433242,2553.0330790898083,2488.771845156653,2423.381870301838,2357.0438827391536,2289.9432052234147,2222.250077560919,2154.1331598961256,2085.744528753633,2017.2264745286257,1948.7154343162142,1880.3223879978784,1812.2042733002388,1744.504354578179,1677.353088083793,1610.868894518336,1545.152397890562,1480.301328387159,1416.40336939955,1353.5367644277587,1291.7708886021264,1231.1648996741972,1171.7735489049262,1113.64402048565,1056.8164522304978,1001.3244268652431,947.1950526606288,894.450297266382,843.1069072367245,793.1768225631956,744.6675709465021
Landlords,Single-family,C3,Power,F,C1,2948.7772796828963,2959.83675515215,2954.4437146698333,2935.8607663923513,2912.512158458035,2885.2649228185073,2854.9830106659165,2822.1261641703286,2786.72162033599,2747.1312304572634,2703.552687123837,2656.242180217123,2605.4927336067444,2551.6156080299356,2494.9011534913125,2435.645411935516,2374.119771702331,2310.583421002037,2245.2902657584855,2178.4493901358765,2110.363894481005,2041.3149653120329,1971.5630766851625,1901.349126014351,1830.8823607194981,1760.369594881862,1690.0005409096416,1619.948718773203,1550.372314837539,1481.411232755238,1413.1979728562785,1345.8516219800058,1279.4786133511384,1214.1734089198255,1150.0186411213078,1087.0876507590071,1025.4441776585543,965.1430554276913,906.2308899124515
Landlords,Single-family,C4,Power,F,C1,1321.661898442881,1309.25572832464,1291.3006214701038,1268.9265366120296,1244.6401794720393,1218.7877205387606,1191.6994951367244,1163.5871275160393,1134.5406957630776,1104.2291636313387,1072.788861980147,1040.3640365620938,1007.1009850199522,973.143336320409,938.6226072196874,903.6663417644653,868.3908481543775,832.9045009288823,797.3095801765608,761.6950167117986,726.1636901421889,690.8088371956771,655.7147272484065,620.9572864480363,586.6026042148569,552.7118464075802,519.3394257816844,486.5334781709638,454.3363069838162,422.7842093158558,391.909712072869,361.7405766999649,332.3001582905052,303.6077523892514,275.6788085967757,248.52549784214784,222.1568482407747,196.5790176327951,171.79555287688913
Landlords,Single-family,C5,Power,F,C1,967.6098004756702,949.2053399316337,928.7409758726517,906.724485472535,884.235709941518,861.417093631914,838.4029660785758,815.278180424132,792.0774814244312,768.6664008819297,745.0984132618898,721.4295003471995,697.7158071440101,674.0117821199437,650.3664659677879,626.8269136984653,603.4353302276062,580.2304612968753,557.2483949514252,534.5198851819231,512.0810057853765,489.96386293794563,468.1968955759797,446.8051391446275,425.80974967719214,405.22985856372003,385.0819287411336,365.3799520778418,346.13563320617106,327.35830053643735,309.0558622809867,291.23437813428734,273.8982168900151,257.05019325902384,240.69165423188645,224.82270071735888,209.44224516941753,194.54812111027806,180.1371882886993
