Occupancy status,Housing type,Income class,Heating energy,Energy performance,Income class owner,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Landlords,Single-family,C1,Power,G,C1,3786.5254301195205,3640.9854978728276,3499.5985808342616,3362.674391944318,3230.6162314969947,3103.363363052091,2980.8376670628413,2862.946573425639,2749.5847475932887,2640.6362885805947,2535.976462631281,2435.476319315928,2339.0043745106814,2246.4279507974634,2157.6142328629076,2072.4311856662944,1990.7481393616044,1912.4362817875506,1837.3691264012082,1765.4230008301856,1696.4776697804718,1630.4157264494715,1567.1229308764434,1506.4884687423475,1448.4051941271973,1392.769707013762,1339.4824161100107,1288.4474833466818,1239.5727737074242,1192.7696994990552,1147.9532518888927,1105.0417896663516,1063.956904409279,1024.6232898826288,986.9686389386707,950.9235635356827,916.4215011914115,883.3985303787331,851.7933355886925
Landlords,Single-family,C2,Power,G,C1,2404.513346976627,2297.303166724302,2194.086117135427,2094.982514231709,2000.166379364175,1909.5211877214376,1822.92230660708,1740.2390448723618,1661.3358739065902,1586.0738881174273,1514.3123936688148,1445.9114363827107,1380.732785126573,1318.640679356048,1259.5023796742232,1203.1886601774918,1149.5740285120671,1098.5369254093046,1049.9599013620473,1003.7297933881384,959.7380655337267,917.8801815710206,878.0556907183345,840.1682649904864,804.1257248084358,769.839961796801,737.2268801445534,706.20626000672,676.7016296846487,648.6400841364544,621.9522236867743,596.571930571854,572.4362134932386,549.485058886367,527.6613005955921,506.910505214482,487.1808529572621,468.4229777372575,450.58988577282213
Landlords,Single-family,C3,Power,G,C1,4446.458955239427,4265.320375696107,4089.9554802442176,3920.681037512901,3757.9192470330445,3601.5497645231653,3451.4333999241962,3307.4157169164664,3169.3291428958973,3036.995621061985,2910.2290193273507,2788.8402953423856,2672.63943951717,2561.437001947425,2455.0452722396344,2353.2793191235123,2255.9575907514027,2162.9024335220183,2073.940575575704,1988.9036238426722,1907.6287724392478,1829.9579373099323,1755.7380768908915,1684.8214197093002,1617.0656708451334,1552.3340221881085,1490.4951701433422,1431.423188282356,1374.9974093542605,1321.102192184576,1269.6269080895208,1220.4656368578064,1173.5169653151104,1128.68379319748,1085.8731714260116,1044.996167524684,1005.9677179444137,968.706385430993,933.1342778507975
Landlords,Single-family,C4,Power,G,C1,1264.294136888815,1199.2271788649534,1137.1765931989155,1078.1418835758416,1022.1494295912867,969.0772304653278,918.8023076936433,871.2018073240072,826.1536428468497,783.5372309834115,743.2341539652493,705.1293996170197,669.1117446691185,635.07400949124,602.9132058864973,572.530640488238,543.8318970668558,516.7267991226618,491.12936225742584,466.9577466263529,444.1342618039845,422.58500224417776,402.2397720313085,383.0319898196152,364.8985911426086,347.7798894746452,331.619447416286,316.3639169372509,301.96289507943237,288.36875779354693,275.5365458303957,263.4237969116523,251.9904060558091,241.19849353178913,231.01228495467743,221.39800195943377,212.32375443073659,203.75942056897958,195.6765621379055
Landlords,Single-family,C5,Power,G,C1,521.7806407756099,494.6068898854355,468.7140939985529,444.0994196827411,420.77104679674164,398.6760394007269,377.7612119997817,357.97357785856553,339.2606072407422,321.5705193090789,304.8526297242267,289.0577983121294,274.1385782984089,260.04931235387045,246.74618454961876,234.18726198388927,222.332475123573,211.14359825781278,200.58422563213207,190.61974721486175,181.21736348913612,172.345898230797,163.97576316557203,156.07891462659683,148.6288092393214,141.60034114456445,134.96978777197984,128.71474157120866,122.81404615656174,117.24772509121799,111.99693510443349,107.04389019270165,102.37180200523734,97.96482410645704,93.80800066193359,89.88721956541329,86.18916634120383,82.7012733312842,79.41168320752618
Landlords,Single-family,C1,Power,F,C1,1058.7420916038577,1114.1773825385344,1161.4698240175967,1201.697859367967,1236.4118671180756,1265.9819394399065,1290.8441465394924,1311.4886269096771,1328.4812432381652,1341.4203460462252,1350.5402896230228,1356.0803338382398,1358.2864496803688,1357.4111865132038,1353.6315563762878,1347.1644449239805,1338.1867041670437,1326.840730783409,1313.2422198106365,1297.3168751482333,1279.2780737838596,1259.3275790463865,1237.6557615212375,1214.441701864073,1189.8645249181136,1164.0794096524996,1137.231662255736,1109.4571385395373,1080.8826858758168,1051.5897637158364,1021.6956287247433,991.3090855411497,960.5310888758954,929.4549497383703,898.1662865443326,866.7449025949626,835.2644784991307,803.7927708903542,772.3920555409603
Landlords,Single-family,C2,Power,F,C1,3061.007870152493,3025.2361617234187,2984.7076734737952,2940.331620823384,2893.317156241867,2843.998224840862,2792.732809749578,2739.8956864425413,2685.8906297495864,2630.5359327281726,2574.0185328555795,2516.519692743262,2458.216837486125,2399.2841276615645,2339.846397192085,2280.0463435228494,2219.999724413201,2159.7995580555553,2099.5213324046376,2039.1355150628779,1978.7672986124128,1918.532205144631,1858.5365524871613,1798.877793639815,1739.6512749941799,1680.936733932293,1622.8065931433143,1565.3263616738245,1508.5550578673888,1452.5270894589453,1397.293568936089,1342.899821100791,1289.3858444319017,1236.7865107473644,1185.1317573095419,1134.4475682122854,1084.7560082540779,1036.0753682930617,988.4205348022213
Landlords,Single-family,C3,Power,F,C1,2948.7772796828963,2963.205995092373,2968.432956955587,2965.87567897558,2957.506301957927,2943.822208149934,2925.386048857683,2902.8123257061884,2876.7915993967845,2846.9002976323513,2813.436594469117,2776.6985966554294,2736.9868635468933,2694.6046284796244,2649.765231967939,2602.7243717832043,2553.6902265644458,2502.8305510472055,2450.2820335404754,2395.9710250324765,2340.1398730244737,2283.0158172256197,2224.8114625882163,2165.7250787476,2105.954780150263,2045.6690588756887,1985.0241604788494,1924.164664473985,1863.2240952943446,1802.285922111748,1741.4712142566025,1680.8908642548365,1620.646344436173,1560.8299924555963,1501.5252050717597,1442.8082768368586,1384.7483131491458,1327.4074725797363,1270.8415397369251
Landlords,Single-family,C4,Power,F,C1,1321.661898442881,1311.1406457950245,1297.1633227127259,1280.281596310605,1261.1869389921649,1240.1273783986344,1217.3576636084183,1193.1354523607201,1167.727009907399,1141.103960513148,1113.417931852692,1084.8134747172153,1055.4290064090899,1025.397151290071,994.8225479730069,963.8152049855655,932.4690301594935,900.8642702502563,869.0703325304489,837.1060286258007,805.0585599503031,773.0078230143184,741.0268345405997,709.1820916058718,677.5374292290512,646.1467575546063,615.0587306316111,584.3170784574023,553.960957061508,524.0172351037907,494.5186396530193,465.49400438584775,436.968588752321,408.96428574445764,381.4998456709416,354.5913027589336,328.2521173673069,302.49333992857106,277.32383282696605
Landlords,Single-family,C5,Power,F,C1,967.6098004756702,950.7816885453217,932.7663882248045,913.8149706094655,894.2390976028537,874.1445530428647,853.6379137473469,832.825136215709,811.8138674813804,790.5918763417852,769.2181623899312,747.748037762742,726.2336540731877,704.724264900188,683.2575482716504,661.8729867669316,640.6034481010457,619.4762477658016,598.5143414162466,577.7209496638244,557.1259702225783,536.756333189699,516.6362002278177,496.7871268840611,477.2296008315436,457.9801998643459,439.05344665789687,420.46194823745753,402.2165387507321,384.32336131274604,366.79079228086385,349.62571573165854,332.8336536225085,316.41884459667205,300.3843444348294,284.7321946412859,269.4634895328065,254.5784290746726,240.07641875637938
